Time_s,T_meas_C,T_pred_C,Error_C
0.0,5.292800359862219,5.292800359862219,0.0
9.39,5.3021129803496265,5.2943669763729115,0.007746003976714988
23.531,5.36312670013997,5.296722815428109,0.06640388471186132
36.921,5.430135934869886,5.314773510788344,0.11536242408154251
50.296,5.496546674871915,5.332737375746265,0.16380929912565012
63.625,5.506789092254881,5.350594755813156,0.15619433644172442
76.98400000000001,5.586328719005892,5.368429445401123,0.21789927360476913
90.296,5.652024585460435,5.386161068981636,0.2658635164787988
103.656,5.726640303324854,5.403911040477334,0.32272926284751957
117.062,5.862965390222678,5.421696053472511,0.44126933675016744
130.468,5.940261602342358,5.4394688957604584,0.5007927065818993
143.859,5.938330029597138,5.457185092486682,0.4811449371104555
157.125,6.04025562282655,5.4746806477878724,0.5655749750386772
170.5,6.1212070091864526,5.49227536797858,0.6289316412078723
183.953,6.151604725647392,5.5099789353076005,0.6416257903397913
197.328,6.2723962204865655,5.527533094358009,0.7448631261285561
210.703,6.310690488091435,5.545042510899551,0.7656479771918843
224.14,6.378327375458838,5.56258834621299,0.8157390292458482
237.515,6.433418086830725,5.579997722210917,0.853420364619808
250.796,6.484912697492088,5.597265062531669,0.8876476349604188
264.203,6.562929292191863,5.614605996806667,0.9483232953851966
277.578,6.600311237201409,5.631917650297174,0.9683935869042353
290.968,6.636138323875278,5.649142867329305,0.9869954565459729
304.265,6.697435766200154,5.666260613171588,1.031175153028566
317.64,6.741063668136458,5.683494060200077,1.0575696079363803
331.062,6.799759813848254,5.700745819257546,1.0990139945907078
344.453,6.8611805732118825,5.7178640557981035,1.143316517413779
357.828,6.942278528775789,5.7348635579274845,1.2074149708483048
371.14,6.9892631022956815,5.751817932955081,1.2374451693406003
384.5,7.032401670149556,5.768741777438902,1.2636598927106544
397.906,7.091566634440677,5.785746959284233,1.3058196751564441
411.296,7.141793677265967,5.802684795096515,1.3391088821694517
424.64,7.191687650804724,5.8196106975171205,1.3720769532876034
437.984,7.247587448223157,5.836416011391388,1.4111714368317685
451.328,7.281370247013587,5.853170449479563,1.428199797534024
464.687,7.328427067770683,5.869966346844796,1.4584607209258866
478.031,7.385546688810843,5.886647718284933,1.49889897052591
491.343,7.437399446072208,5.9031950184616875,1.5342044276105202
504.703,7.482297361863714,5.9198449759852245,1.5624523858784896
518.046,7.531133360889802,5.936481416707945,1.594651944181857
531.359,7.5676339884332195,5.953006290988067,1.6146276974451528
544.718,7.610023098417172,5.969575933487521,1.6404471649296513
558.093,7.646044916925684,5.986085664358717,1.659959252566967
571.484,7.704822658366372,6.002665547261501,1.7021571111048708
584.843,7.726175801729203,6.01919016708269,1.7069856346465127
598.156,7.7917279769077314,6.035599957178663,1.7561280197290685
611.468,7.830548235368547,6.051923533906034,1.7786247014625127
624.765,7.861214229634135,6.068183382040884,1.7930308475932515
638.156,7.909039765338208,6.084613360677229,1.8244264046609793
651.468,7.946815502456181,6.100838419312386,1.8459770831437945
664.812,7.975592690863653,6.117121968731643,1.8584707221320098
678.109,8.028637118810755,6.133272734212442,1.895364384598313
691.453,8.094836515431671,6.149414219005093,1.9454222964265782
704.75,8.109129196247995,6.165556195412098,1.9435730008358973
718.078,8.128955974796789,6.18164217879937,1.9473137959974185
731.484,8.151116515472564,6.197798221836696,1.953318293635868
744.89,8.15626979213477,6.213940908855387,1.9423288832793828
758.25,8.122763308129144,6.229962095203604,1.8928012129255407
771.562,7.878668305857054,6.245954838865688,1.6327134669913654
784.953,7.615645704852849,6.261928113002928,1.3537175918499207
798.296,7.462826284532297,6.27784209754082,1.1849841869914775
811.656,7.287714204261572,6.293749326035928,0.9939648782256443
824.984,7.239233850769515,6.309599937157981,0.9296339136115339
838.296,7.002111047654572,6.325362017433827,0.6767490302207451
851.64,6.896878506788327,6.341112907032792,0.5557655997555351
865.031,6.783731272562924,6.3569241256575735,0.42680714690535027
878.343,6.6817129242596005,6.372530864221869,0.3091820600377311
891.671,6.5530949368615925,6.388185923786844,0.16490901307474815
905.015,6.470563374861225,6.403831393859369,0.06673198100185562
918.328,6.348121246878065,6.419392157313636,-0.07127091043557154
931.718,6.257073980720869,6.43498382145597,-0.17790984073510074
945.046,6.191972938130419,6.450518382321731,-0.258545444191312
958.359,6.278499439801396,6.465994999824716,-0.18749556002331946
971.703,6.415427252690543,6.4815112299184205,-0.06608397722787718
985.0,6.472567042296199,6.496961843616924,-0.02439480132072447
998.359,6.5793939693429735,6.5123763025057375,0.06701766683723598
1011.781,6.624987977813043,6.527851561121213,0.09713641669183026
1025.046,6.6873067651156965,6.543130765234078,0.1441759998816181
1038.343,6.729154564897498,6.558399161981751,0.17075540291574676
1051.656,6.726444321064958,6.573659727395516,0.1527845936694412
1064.937,6.761062500535573,6.588863874821188,0.17219862571438505
1078.265,6.824139056746588,6.604089097267001,0.22004995947958683
1091.578,6.8281770236396655,6.619249575713503,0.2089274479261629
1104.89,6.841667874899715,6.634374457777095,0.20729341712261995
1118.171,6.831239419900959,6.64944343064373,0.18179598925722917
1131.562,6.889290482072092,6.664618559548558,0.22467192252353474
1144.843,6.861534697550051,6.679605225290718,0.1819294722593332
1158.156,6.912158930498494,6.694586712562287,0.2175722179362074
1171.453,6.967297198369102,6.709524709165947,0.25777248920315454
1184.843,6.959608293177529,6.724554200934794,0.2350540922427351
1198.14,6.995674256321663,6.739521710523536,0.25615254579812685
1211.468,7.001963735402716,6.754366673932379,0.2475970614703371
1224.796,6.983013220243343,6.769246241280395,0.2137669789629486
1238.093,7.045359946274632,6.784002791125659,0.26135715514897306
1251.421,7.073481846596853,6.798767667779819,0.2747141788170344
1264.734,7.088791247681451,6.813545631823639,0.2752456158578118
1278.093,7.103811666186946,6.828339798322349,0.27547186786459665
1291.468,7.154393946423155,6.843143060569965,0.31125088585319016
1304.781,7.193585669046708,6.857801395493412,0.33578427355329676
1318.031,7.180937808759996,6.87233644735264,0.30860136140735595
1331.406,7.204602156609738,6.88697674607286,0.3176254105368779
1344.718,7.196275475095342,6.901516173407606,0.2947593016877361
1358.078,7.260535739033282,6.916127695296136,0.34440804373714595
1371.453,7.219865568862344,6.930719636431867,0.28914593243047726
1384.734,7.26528963180188,6.945130388061262,0.3201592437406182
1398.046,7.316206287174228,6.959584652390086,0.35662163478414133
1411.359,7.33796194746999,6.974019799846747,0.3639421476232432
1424.734,7.348045947249577,6.988501607044502,0.3595443402050753
1438.14,7.394708368495453,7.003010403208231,0.39169796528722234
1451.515,7.42178125925339,7.017374422425401,0.40440683682798895
1464.921,7.458891804087987,7.031766688351328,0.4271251157366587
1478.343,7.425799593744882,7.046154216143003,0.37964537760187955
1491.64,7.462398111599716,7.060428785670516,0.4019693259292003
1504.984,7.495538612524971,7.074703589575018,0.42083502294995334
1518.265,7.490138771022543,7.088896423860852,0.4012423471616904
1531.64,7.535527849161201,7.103085012526316,0.4324428366348849
1544.968,7.559087779803037,7.117200996408241,0.44188678339479637
1558.281,7.5716089147772285,7.131281938596415,0.4403269761808133
1571.64,7.598052699235607,7.145396016327521,0.4526566829080858
1585.046,7.62796441989219,7.159557322494597,0.4684070973975931
1598.468,7.626722887264485,7.173649321929258,0.45307356533522736
1611.812,7.679598435505695,7.18766056680383,0.4919378687018652
1625.14,7.668104281705247,7.201627190448234,0.46647709125701287
1638.5,7.707111521876633,7.215604421840595,0.4915071000360376
1651.89,7.688133000137099,7.22956349186883,0.45856950826826903
1665.218,7.723958007280816,7.243380918401632,0.4805770888791834
1678.546,7.768484736019687,7.257272162813827,0.5112125732058601
1691.875,7.7512979255707295,7.27107982099479,0.4802181045759397
1705.203,7.767899075585988,7.284834090490718,0.48306498509526996
1718.515,7.8199365604267985,7.298596815675932,0.5213397447508665
1731.843,7.834954983238602,7.312286058577042,0.5226689246615601
1745.218,7.804179695823533,7.326036415290031,0.4781432805335024
1758.531,7.8614746023048765,7.339663994295516,0.5218106080093605
1771.843,7.898903130996535,7.353208524909322,0.5456946060872134
1785.171,7.889676498949029,7.366851663528613,0.5228248354204164
1798.468,7.943276073440495,7.3804610062616725,0.5628150671788221
1811.812,7.933483096629265,7.394042626558336,0.5394404700709297
1825.156,7.954710581300661,7.407572800035994,0.5471377812646674
1838.5,7.956080571636535,7.42113101508725,0.534949556549285
1851.812,7.993843590684976,7.434582755310126,0.5592608353748494
1865.14,8.01040431913756,7.448072927829809,0.562331391307751
1878.5,8.052899442218893,7.461541509537605,0.5913579326812872
1891.781,8.063440655786666,7.474880569629292,0.5885600861573739
1905.093,8.099073699523887,7.488199016354354,0.6108746831695324
1918.453,8.082158153547464,7.501571797504432,0.5805863560430327
1931.781,8.161528229394472,7.514864459354351,0.6466637700401208
1945.109,8.161950247193332,7.528134117084426,0.6338161301089054
1958.437,8.171907025315805,7.541343326091013,0.6305636992247923
1971.781,8.195836516021815,7.554552500968429,0.6412840150533867
1985.125,8.222751519018662,7.567743144927072,0.6550083740915893
1998.406,8.246476952117485,7.580870288059701,0.6656066640577833
2011.812,8.252228166790442,7.594074796251158,0.6581533705392832
2025.187,8.274949306382002,7.607264402043502,0.6676849043384996
2038.484,8.29056988807578,7.620327017486867,0.670242870588913
2051.859,8.310157925899691,7.633446189784172,0.6767117361155197
2065.25,8.336737034518952,7.6465328288627665,0.6902042056561859
2078.64,8.321717242004091,7.659581573603035,0.6621356684010564
2092.015,8.130619367680811,7.672581503112717,0.4580378645680945
2105.328,7.784838449831659,7.6855034956066275,0.09933495422503125
2118.656,7.610502034025012,7.698388562744973,-0.08788652871996128
2131.968,7.456817609400623,7.711204700709083,-0.2543870913084598
2145.328,7.334103414224381,7.724133893240066,-0.3900304790156852
2158.625,7.190592253634764,7.736916197417315,-0.5463239437825509
2171.968,7.042439987540671,7.749723527585369,-0.7072835400446973
2185.406,6.993180313009699,7.762576399484984,-0.7693960864752851
2198.765,6.914619451630393,7.775361454648524,-0.8607420030181316
2212.062,6.780748888429202,7.7880489941205475,-1.0073001056913453
2225.39,6.666101357000637,7.800816935864683,-1.1347155788640455
2238.703,6.539572056683728,7.813443228156069,-1.273871171472341
2252.031,6.56174940387439,7.826090270507399,-1.2643408666330096
2265.359,6.611103745221562,7.8389188968119345,-1.2278151515903728
2278.703,6.829140427157452,7.851513555151336,-1.022373127993884
2292.015,6.92075921711429,7.864053209997537,-0.9432939928832464
2305.328,6.973508993355651,7.876593133752281,-0.9030841403966301
2318.718,7.000331205487921,7.8891533408363275,-0.8888221353484065
2332.125,7.094025217723532,7.9017506104594,-0.8077253927358683
2345.437,7.141178095667407,7.914212217325628,-0.7730341216582204
2358.75,7.15180996482486,7.926615645179001,-0.7748056803541408
2372.062,7.204055804278197,7.939014519251691,-0.7349587149734935
2385.328,7.217687582886524,7.951390062680454,-0.73370247979393
2398.656,7.240010434837762,7.963829717095672,-0.7238192822579101
2412.0,7.2509865827731,7.976172295790225,-0.7251857130171251
2425.296,7.312665442200044,7.988419469298818,-0.6757540270987743
2438.687,7.314739814527503,8.000797650702088,-0.6860578361745855
2452.046,7.318881763560789,8.01309394817015,-0.694212184609361
2465.375,7.367104134151603,8.025307575552185,-0.6582034414005822
2478.687,7.374397893893873,8.037500988218573,-0.6631030943247005
2492.015,7.413294390993057,8.049730086378116,-0.6364356953850585
2505.343,7.428963438839514,8.061868090741317,-0.6329046519018036
2518.734,7.46846946346233,8.073961585162674,-0.6054921217003448
2532.078,7.500067360542624,8.08611163861206,-0.5860442780694362
2545.39,7.534434924274537,8.098270808786674,-0.5638358845121374
2558.671,7.538932458143185,8.110257348806805,-0.5713248906636199
2572.015,7.573293806403047,8.122317560160274,-0.5490237537572273
2585.312,7.583429592425959,8.134251665117107,-0.5508220726911484
2598.656,7.627333384720728,8.146267832957296,-0.5189344482365676
2611.937,7.672692121401833,8.158178837483005,-0.485486716081172
2625.234,7.671336186262911,8.170083231764579,-0.49874704550166804
2638.515,7.733495238260165,8.181942166258567,-0.44844692799840224
2651.796,7.730996862228132,8.193765299180686,-0.46276843695255465
2665.109,7.780616649436228,8.20562308419742,-0.42500643476119215
2678.406,7.81687856585814,8.217396590649727,-0.4005180247915874
2691.796,7.862398240508263,8.229213833995338,-0.3668155934870754
2705.187,7.833743126955583,8.241007693255053,-0.40726456629947005
2718.578,7.912646305702651,8.25278847746225,-0.3401421717595987
2731.906,7.969061461481503,8.264493694159786,-0.2954322326782828
2745.218,7.988058383339164,8.27620202083734,-0.28814363749817673
2758.64,7.966529229107863,8.287980385996411,-0.3214511568885481
2771.937,8.035741805585204,8.299611597363349,-0.26386979177814496
2785.296,8.066385689577329,8.311296759029608,-0.2449110694522787
2798.593,8.087951644306676,8.322852979831998,-0.234901335525322
2811.906,8.115805579583514,8.33441309839447,-0.2186075188109573
2825.281,8.132401955162143,8.345989155337039,-0.21358720017489574
2838.734,8.142729711743344,8.357596467221981,-0.21486675547863676
2852.078,8.194577432275208,8.369083219343702,-0.17450578706849385
2865.39,8.214342950437231,8.380561261943098,-0.16621831150586708
2878.687,8.239820081486151,8.392015634752557,-0.15219555326640588
2892.031,8.263270193142894,8.403475567002912,-0.1402053738600184
2905.343,8.288398207230514,8.414871686330597,-0.126473479100083
2918.656,8.31535487635057,8.426280636636093,-0.11092576028552337
2932.031,8.305646933270001,8.437658676473031,-0.1320117432030301
2945.453,8.319544341213293,8.449056790584752,-0.12951244937145923
2958.796,8.349133425984714,8.46041113885268,-0.11127771286796495
2972.125,8.398347296130561,8.47173165059653,-0.07338435446596847
2985.484,8.402565449640244,8.482964060347912,-0.08039861070766818
2998.89,8.467955615688632,8.494254231395011,-0.026298615706378925
3012.296,8.48461610744271,8.505515559395013,-0.02089945195230314
3025.64,8.514857876019049,8.51673090100789,-0.00187302498884101
3038.984,8.534843925037329,8.52792763623783,0.00691628879949846
3052.343,8.552293984278798,8.539168838746406,0.013125145532391969
3065.656,8.579928667369705,8.550237748406861,0.029690918962844037
3078.984,8.608831287512478,8.56134234554332,0.047488941969158205
3092.281,8.60662618212641,8.572320483500189,0.03430569862622157
3105.609,8.633409306334666,8.583395362766813,0.05001394356785305
3119.031,8.670920853191541,8.594544921563616,0.07637593162792555
3132.359,8.708400730015528,8.605542907224919,0.10285782279060918
3145.703,8.727730590423889,8.616506843820009,0.1112237466038799
3159.0,8.75150549729479,8.627471561954756,0.12403393534003371
3172.312,8.769036380509553,8.638422222624055,0.13061415788549802
3185.625,8.79737208967666,8.649364324219054,0.1480077654576064
3198.953,8.833291929502359,8.660289601286754,0.17300232821560435
3212.359,8.841053268650885,8.671205046058484,0.1698482225924014
3225.687,8.887084761074114,8.682104155418836,0.20498060565527787
3239.015,8.909916514931492,8.692945723613983,0.21697079131750918
3252.375,8.9269259632463,8.703757084944042,0.22316887830225696
3265.687,8.957708239056123,8.714498797429162,0.243209441626961
3279.031,8.987080545302362,8.72521189747831,0.26186864782405195
3292.359,9.024355880342954,8.735939032036173,0.28841684830678105
3305.687,9.035700798100754,8.746658629935819,0.28904216816493467
3319.062,9.051502681993474,8.757356840890896,0.29414584110257813
3332.437,9.07007120942385,8.768022880265761,0.30204832915808844
3345.765,9.030088884545378,8.778665392004369,0.2514234925410097
3359.109,8.772435863270164,8.789311094352039,-0.016875231081874276
3372.437,8.565304799100351,8.799902674687557,-0.23459787558720535
3385.718,8.401376114778238,8.810436717049079,-0.4090606022708414
3399.062,8.259859458899204,8.821064748519294,-0.5612052896200908
3412.421,8.126759317113297,8.831580701147917,-0.70482138403462
3425.984,7.92195238734601,8.842270848262054,-0.920318460916044
3439.421,7.724503579652784,8.852869814002847,-1.1283662343500636
3452.984,7.640180747420691,8.863528426466583,-1.2233476790458928
3466.484,7.512031780034102,8.874133190438126,-1.3621014104040245
3479.984,7.408010476352869,8.884667526451427,-1.4766570500985576
3493.531,7.353798587511112,8.895242771318246,-1.5414441838071342
3507.015,7.29161016907578,8.90577303825436,-1.6141628691785792
3520.468,7.200817527490245,8.916313674700394,-1.7154961472101489
3533.968,7.219069633182661,8.92676508185233,-1.7076954486696696
3547.484,7.487782954682792,8.937240986635793,-1.449458031953001
3560.984,7.58825295209289,8.947692707669693,-1.3594397555768039
3574.453,7.670743386083759,8.958104575634787,-1.287361189551028
3587.968,7.732769855902479,8.96859544908459,-1.2358255931821116
3601.437,7.775202182612875,8.97893623209525,-1.2037340494823754
3614.984,7.812592481161173,8.989321251070539,-1.1767287699093663
3628.421,7.836860232100429,8.999651403622147,-1.162791171521718
3641.906,7.884652632756264,9.009977022871052,-1.1253243901147876
3655.406,7.910527288999854,9.020292091952896,-1.109764802953042
3668.89,7.973587336072849,9.030551376627162,-1.0569640405543135
3682.375,8.005591751011409,9.040810467942075,-1.0352187169306664
3695.859,8.056640179017274,9.051033995001157,-0.9943938159838837
3709.406,8.105843825757118,9.061262501556799,-0.955418675799681
3722.859,8.147999461552532,9.071447241082621,-0.9234477795300897
3736.406,8.190455816528187,9.081628311814177,-0.8911724952859892
3749.875,8.227789772432986,9.091755337791557,-0.8639655653585709
3763.375,8.226911035541317,9.101885138545526,-0.8749741030042095
3776.89,8.298830416847,9.11199429604802,-0.813163879201019
3790.39,8.342388921658225,9.122076747992695,-0.7796878263344702
3804.015,8.343352288316357,9.13219352555022,-0.7888412372338625
3817.593,8.36799074724574,9.142315525265905,-0.7743247780201656
3831.093,8.425902495484824,9.152306809994858,-0.7264043145100345
3844.609,8.499699871375494,9.162307996026604,-0.6626081246511095
3858.125,8.52882908180322,9.172353594694574,-0.6435245128913536
3871.656,8.560554036696896,9.182320217535507,-0.6217661808386108
3885.171,8.605657176339841,9.192284168695371,-0.5866269923555301
3898.718,8.626190553001283,9.202232638974527,-0.5760420859732438
3912.218,8.671225401853318,9.212163779454027,-0.5409383776007086
3925.718,8.70413060439963,9.222040230931755,-0.5179096265321252
3939.234,8.729283554027223,9.23186253713512,-0.5025789831078971
3952.734,8.69719911827655,9.241681943424574,-0.5444828251480232
3966.203,8.812851146849221,9.2513975001073,-0.43854635325807934
3979.703,8.90308207277667,9.261181894422046,-0.3580998216453768
3993.187,8.915115405491772,9.270971253473277,-0.3558558479815055
4006.687,8.939362375619698,9.280751411786648,-0.3413890361669498
