Time_s,T_meas_C,T_pred_C,Error_C
0.0,8.671521646502516,8.671521646502516,0.0
2.5780000000000003,8.527721851256933,8.668734199124998,-0.14101234786806494
10.235,8.440645917591038,8.663178014801817,-0.22253209721077916
17.891000000000002,8.332786362669223,8.657643839523773,-0.32485747685455024
25.578,8.181182909668358,8.652092007806726,-0.47090909813836745
33.218999999999994,8.053927124792532,8.646589590984846,-0.5926624661923139
40.86,7.91562525178622,8.641097715869375,-0.7254724640831549
48.532,7.863778538196795,8.635602873021243,-0.7718243348244487
56.157,7.799430810910106,8.630140559539395,-0.8307097486292889
63.766,7.82531325263078,8.624700918803779,-0.7993876661729988
71.391,7.856014857208809,8.619260804721385,-0.7632459475125764
79.422,7.902584720151878,8.613546843350639,-0.7109621231987608
87.141,7.915327120780746,8.608069833962814,-0.692742713182068
94.938,7.931148298247969,8.602547255949949,-0.6713989577019799
102.672,7.929536946712644,8.597077990073156,-0.6675410433605125
110.485,7.95813179637798,8.591562114612094,-0.6334303182341134
118.313,7.954913962037426,8.586055380692436,-0.6311414186550097
126.032,7.959137259779362,8.580635528217108,-0.6214982684377466
133.813,7.942867386990841,8.575178650526835,-0.6323112635359944
141.578,7.955156950734904,8.569744207726364,-0.6145872569914603
149.297,7.957820749976126,8.564361556140504,-0.6065408061643778
157.078,7.947824875728194,8.558938610676892,-0.6111137349486979
164.86,7.91596717176575,8.55353555106886,-0.6375683793031097
172.563,7.900689422828722,8.548195265247438,-0.6475058424187159
180.313,7.908324091180888,8.542822635577906,-0.6344985443970179
188.125,7.917686539455029,8.537400255422666,-0.6197137159676371
195.828,7.9109639424101905,8.532044354596593,-0.6210804121864024
203.61,7.912937018062284,8.526622936611998,-0.6136859185497148
211.391,7.91978438247641,8.521192800224243,-0.6014084177478338
219.078,7.932626482318952,8.515810416004443,-0.5831839336854916
226.86,7.955970422665385,8.510359412393628,-0.5543889897282428
234.547,7.949521958602927,8.504976436856575,-0.5554544782536484
242.25,7.967872962399957,8.499577700076971,-0.5317047376770141
249.938,7.949607903786309,8.49418274053073,-0.5445748367444212
257.625,7.96194809055899,8.48878275759713,-0.5268346670381403
265.344,7.968656042008249,8.483359962313362,-0.5147039203051129
273.032,7.976911144599663,8.477953889457522,-0.5010427448578589
280.782,7.971462650151186,8.472499907170496,-0.50103725701931
288.485,7.994173039279792,8.467080384528849,-0.4729073452490571
296.157,8.001651368872619,8.461679180707621,-0.46002781183500296
303.828,8.020437332581267,8.456275748438305,-0.4358384158570381
311.5,8.014952748995933,8.450868663004,-0.43591591400806706
319.203,8.029725962342965,8.445428138676833,-0.41570217633386797
326.907,8.017557429886152,8.439991525030202,-0.42243409514404995
334.61,8.004566463590042,8.434562082392995,-0.42999561880295367
342.282,8.02344032750298,8.429160278590071,-0.40571995108709125
349.953,8.027119322569467,8.423759339095442,-0.3966400165259749
357.641,8.051360072764776,8.418343951054764,-0.3669838782899877
365.328,8.055560642115532,8.412930569130078,-0.3573699270145454
373.032,8.071667028936663,8.40750142945122,-0.3358344005145568
380.719,8.078570904364465,8.402084158186302,-0.3235132538218366
388.391,8.081363157330111,8.396675534546851,-0.3153123772167401
396.063,8.104386713426267,8.391267175959225,-0.28688046253295774
404.157,8.10840671689323,8.385573047967204,-0.2771663310739747
412.0,8.134220682230067,8.380052375494595,-0.24583169326452747
419.797,8.152782667132978,8.374573309654942,-0.22179064252196312
427.641,8.171605579719005,8.369060853812208,-0.19745527409320296
435.438,8.16758184890738,8.363583796466624,-0.19600194755924427
443.297,8.191663646789696,8.35806108014165,-0.16639743335195512
451.094,8.181532472995523,8.352595008089013,-0.17106253509349045
458.938,8.192136100861834,8.347098052448697,-0.15496195158686277
466.719,8.18441787429842,8.341655329269098,-0.15723745497067831
474.594,8.18458163747506,8.336150531067815,-0.1515688935927546
482.391,8.200738608764384,8.330702870100247,-0.12996426133586247
490.235,8.214158951253234,8.325229471145954,-0.11107051989272065
498.016,8.221755512212438,8.319801378477393,-0.0980458662649557
505.844,8.235373930730464,8.314348777314516,-0.0789748465840514
513.688,8.260813097320005,8.308886336288014,-0.048073238968008525
521.5,8.27138996715468,8.303460554215208,-0.03207058706052912
529.375,8.263005273363692,8.297992844765787,-0.03498757140209463
537.172,8.302146739263414,8.292583935270882,0.009562803992531954
545.0,8.302959823172946,8.287155879831728,0.015803943341218485
552.797,8.313446012367598,8.281758579952946,0.03168743241465144
560.657,8.322162705318918,8.276319682021828,0.04584302329709011
568.86,8.357375309669841,8.270637204333658,0.08673810533618287
576.938,8.354174395139031,8.26506314999928,0.0891112451397511
584.938,8.373928952934042,8.259547512178006,0.11438144075603596
592.922,8.390875606095674,8.254049625592005,0.13682598050366934
601.25,8.385663199923048,8.248319948694121,0.137343251228927
609.344,8.387719946499049,8.242754712757575,0.1449652337414733
617.375,8.416336767190579,8.237236312745617,0.1791004544449617
625.391,8.424596203960753,8.231684504443416,0.192911699517337
633.438,8.446699918287234,8.226119613698755,0.22058030458847888
641.547,8.425541928758673,8.220523954851496,0.2050179739071769
649.641,8.4547381521692,8.214888312623133,0.23984983954606776
657.672,8.458865927958358,8.209307404818661,0.24955852313969729
