AvgVoltage_x,MinVoltage,AvgCurrent_x,MaxTemp_x,DischargeCapacity_Ah,Cycle,RUL,AvgVoltage_y,AvgCurrent_y,MaxTemp_y,CycleCapacity_Ah,Avg_Battery_Impedance,Max_Battery_Impedance,Avg_Rectified_Impedance,Avg_Current_Ratio,Avg_Sense_Current,Avg_Battery_Current
4.191491807505295,4.191491807505295,-0.0049015892074626,24.330033885570543,1.8564874208181572,1,105,4.191491807505295,0.0049015892074626,24.330033885570543,1.8564874208181572,0.1718935334886117,0.1718935334886117,0.0,0.0,0.0,0.0
4.189773213846608,4.189773213846608,2.125117981080765e-05,24.697751935729325,1.846327249719927,2,104,4.189773213846608,2.125117981080765e-05,24.697751935729325,1.846327249719927,0.17126728438202043,0.17126728438202043,0.0,0.0,0.0,0.0
4.188186735991303,4.188186735991303,-0.0017540301662326,24.7342661639544,1.835349194223408,3,103,4.188186735991303,0.0017540301662326,24.7342661639544,1.835349194223408,0.17148828270935718,0.17148828270935718,0.0,0.0,0.0,0.0
4.188461118855572,4.188461118855572,-0.0027750361294468,24.65423646922845,1.8352625275821128,4,102,4.188461118855572,0.0027750361294468,24.65423646922845,1.8352625275821128,0.17058517116931404,0.17058517116931404,0.0,0.0,0.0,0.0
4.188298524761055,4.188298524761055,-0.0079808668038886,24.524796959348127,1.8346455082120416,5,101,4.188298524761055,0.0079808668038886,24.524796959348127,1.8346455082120416,0.17200154326704867,0.17200154326704867,0.0,0.0,0.0,0.0
4.188815807948604,4.188815807948604,-0.0050555682941469,24.522297376927863,1.8356616600675493,6,100,4.188815807948604,0.0050555682941469,24.522297376927863,1.8356616600675493,0.1692288153775217,0.1692288153775217,0.0,0.0,0.0,0.0
4.18839163793879,4.18839163793879,-0.002633435144531,24.58487828579781,1.8351461429226603,7,99,4.18839163793879,0.002633435144531,24.58487828579781,1.8351461429226603,0.17226053430596583,0.17226053430596583,0.0,0.0,0.0,0.0
4.188927891511958,4.188927891511958,0.0022276160569156,24.713628799279796,1.8257567905665535,8,98,4.188927891511958,0.0022276160569156,24.713628799279796,1.8257567905665535,0.17039012446681503,0.17039012446681503,0.0,0.0,0.0,0.0
4.189029250882121,4.189029250882121,-0.0021960382833998,24.63521163332469,1.8247738529891333,9,97,4.189029250882121,0.0021960382833998,24.63521163332469,1.8247738529891333,0.17200548975868682,0.17200548975868682,0.0,0.0,0.0,0.0
4.189223427076418,4.189223427076418,-0.0059760123362068,24.572057664095556,1.824613268496936,10,96,4.189223427076418,0.0059760123362068,24.572057664095556,1.824613268496936,0.1696414234330416,0.1696414234330416,0.0,0.0,0.0,0.0
4.188916055911241,4.188916055911241,-0.0035225814810401,24.43671599422777,1.8246195526864504,11,95,4.188916055911241,0.0035225814810401,24.43671599422777,1.8246195526864504,0.172399749736181,0.172399749736181,0.0,0.0,0.0,0.0
4.189876247266316,4.189876247266316,-0.0007535800248102,24.7443285138996,1.814201935767392,12,94,4.189876247266316,0.0007535800248102,24.7443285138996,1.814201935767392,0.1701928313692085,0.1701928313692085,0.0,0.0,0.0,0.0
4.189286794768804,4.189286794768804,0.001858378552761,24.73663909953236,1.8137521577549052,13,93,4.189286794768804,0.001858378552761,24.73663909953236,1.8137521577549052,0.1716324361121377,0.1716324361121377,0.0,0.0,0.0,0.0
4.188837765892728,4.188837765892728,-0.0010414987447677,24.44798340505406,1.8134404914735824,14,92,4.188837765892728,0.0010414987447677,24.44798340505406,1.8134404914735824,0.16915499291678127,0.16915499291678127,0.0,0.0,0.0,0.0
4.189110301768517,4.189110301768517,-0.0024120474664846,24.47211924021532,1.8025980036306504,15,91,4.189110301768517,0.0024120474664846,24.47211924021532,1.8025980036306504,0.17190222868258048,0.17190222868258048,0.0,0.0,0.0,0.0
4.18921207304098,4.18921207304098,0.0025385113330863,24.325417128823226,1.80210690024615,16,90,4.18921207304098,0.0025385113330863,24.325417128823226,1.80210690024615,0.17006706711977548,0.17006706711977548,0.0,0.0,0.0,0.0
4.188899969428112,4.188899969428112,-0.0001220795671048,24.3625933569109,1.802579500826209,17,89,4.188899969428112,0.0001220795671048,24.3625933569109,1.802579500826209,0.17143005892526997,0.17143005892526997,0.0,0.0,0.0,0.0
4.188779799856791,4.188779799856791,-0.0043107457517728,24.382419922756025,1.8030683142834096,18,88,4.188779799856791,0.0043107457517728,24.382419922756025,1.8030683142834096,0.1697292734718352,0.1697292734718352,0.0,0.0,0.0,0.0
4.189272591516219,4.189272591516219,-0.0013923121351757,24.361449262276757,1.802777624719604,19,87,4.189272591516219,0.0013923121351757,24.361449262276757,1.802777624719604,0.17178026200651256,0.17178026200651256,0.0,0.0,0.0,0.0
