File,Time_s,V_meas_V,V_sim_V,V_err_mV,SOC,Current_A,Temp_C
00739,19.469,3.945506134532392,3.9474807719288583,-1.9746373964673047,1.0,-1.9885788258838728,22.768251543777573
00739,28.844,3.9247322372723072,3.9221548831059057,2.577354166401591,0.9974110095220632,-1.9881105482268653,22.81767310395379
00739,38.25,3.907469838806615,3.904212277254827,3.257561551788246,0.9948126369439494,-1.989835988541265,22.87780362047763
00739,47.672,3.8923910348626367,3.890742825462228,1.6482094004088843,0.9922097807472574,-1.9882078697016503,22.94585673587332
00739,57.079,3.878944352156335,3.879475079834537,-0.5307276782016146,0.989611413344057,-1.9893078745404045,23.04113641019015
00739,66.469,3.866540548011354,3.869666337183274,-3.125789171919635,0.9870168519541848,-1.9895722121645163,23.135830670770112
00739,75.82900000000001,3.85518522017674,3.860886365575249,-5.701145398508967,0.9844314019966186,-1.9880431071680875,23.22997132886632
00739,85.188,3.844450085613432,3.8526209638932527,-8.17087827982066,0.9818477014387686,-1.9873055447221044,23.32100545578325
00739,94.547,3.834708467925023,3.844627120627603,-9.918652702579855,0.9792638946999122,-1.98820648001696,23.427280388521044
00739,103.922,3.825790957042469,3.8369883364548554,-11.197379412385631,0.9766749722335796,-1.9883784282698145,23.52475927634023
00739,113.313,3.817361134913411,3.8298153450053656,-12.454210091954463,0.9740829704609336,-1.986153094049796,23.642954689915047
00739,122.704,3.8096437249829913,3.8225531246754985,-12.90939969250715,0.9714910214829904,-1.9882974737687416,23.74480200436593
00739,132.079,3.802496656224964,3.815604612981033,-13.10795675606924,0.9689014462694324,-1.9892900542558205,23.84856220748388
00739,141.454,3.795865221150607,3.8089998634400217,-13.134642289414522,0.966311531153343,-1.9888195640577528,23.94785953837971
00739,150.813,3.789934118095245,3.802521842914648,-12.587724819403512,0.9637257432810492,-1.989740683942366,24.062299809602784
00739,160.172,3.7843452017786032,3.796441608720358,-12.096406941754624,0.961140227293699,-1.988401234835472,24.175929445976944
00739,169.532,3.77908749557708,3.7905317273953183,-11.444231818238393,0.958555708318646,-1.9877818037076544,24.29477205941589
00739,178.891,3.7743393977757753,3.7847472175858456,-10.407819810070327,0.9559715905130576,-1.988208836368292,24.420754503008823
00739,188.266,3.769680757410222,3.779204984961972,-9.524227551749751,0.9533829273984948,-1.9879777076001304,24.53317266963873
00739,197.672,3.76539664560132,3.7737648120514495,-8.36816645012961,0.9507853509652447,-1.9887499809816245,24.641682563058904
00739,207.032,3.76150587894072,3.7687700616428894,-7.264182702169553,0.9482012653170389,-1.9867664008740007,24.77043767821934
00739,216.391,3.7577913597197714,3.7636913335460176,-5.899973826246185,0.9456177042816624,-1.9883675781217207,24.87547989176473
00739,225.75,3.754252483988156,3.758853105891585,-4.600621903429136,0.9430326448612436,-1.9890718549402808,24.97185244210325
00739,235.125,3.750944671250869,3.754322540253722,-3.3778690028527514,0.9404433075958768,-1.9881501846632248,25.09099331034521
00739,244.516,3.7478162967141992,3.749848807739263,-2.0325110250638545,0.9378497459461528,-1.9887732266910088,25.20323946557325
00739,253.985,3.7446898718342094,3.745595272805177,-0.9054009709670297,0.9352345053272116,-1.9883589850263912,25.296397208990008
00739,263.36,3.741809133795437,3.741591341279156,0.2177925162811789,0.9326460012395544,-1.9875832936147244,25.405752760182327
00739,272.719,3.738881007421965,3.737749574982198,1.1314324397670994,0.9300627948142474,-1.98700507313642,25.515833364676485
00739,282.094,3.736169493447707,3.733870880211628,2.298613236078939,0.9274744237079494,-1.9887329461373373,25.6073854972165
00739,291.438,3.7334386650478337,3.730306637255699,3.1320277921342843,0.924893683149693,-1.988435722408368,25.696341631873285
00739,300.829,3.730973032330892,3.72694286968028,4.030162650611846,0.9223008300194148,-1.9874012572538504,25.79510980995596
00739,310.204,3.7285999339823737,3.723609499833744,4.990434148630207,0.9197127169007556,-1.9879404930065407,25.918848467465832
00739,319.594,3.726148219771881,3.720351328858255,5.796890913626118,0.9171193648003264,-1.9890850923161392,26.03541086701216
00739,328.969,3.723643086192859,3.7174588400896393,6.18424610321977,0.9145305210143512,-1.987378962941982,26.11789405722941
00739,338.485,3.721427094483194,3.714388473559564,7.03862092363039,0.911902738706808,-1.9890885894561128,26.21494747160737
00739,347.844,3.7191060241383616,3.7116438659255127,7.462158212848902,0.909317446854033,-1.988708470054572,26.311261999633
00739,357.235,3.716924496979196,3.708943220176808,7.981276802387693,0.906723244596235,-1.989197238846537,26.38210357306171
00739,366.61,3.714596292651872,3.706407867135955,8.188425515916808,0.904133232290712,-1.9890616624368969,26.453847410180067
00739,375.969,3.71261438589804,3.70409228755255,8.522098345490114,0.9015486372272732,-1.9876632989390883,26.550040355587377
00739,385.313,3.710334179423848,3.7018730402716336,8.461139152214248,0.89896982416916,-1.986534907057224,26.65730716730002
00739,394.657,3.708355709644052,3.6994620008388783,8.893708805173706,0.8963901852884105,-1.9889359708102028,26.751781497070784
00739,404.063,3.7063400197145993,3.697361563450071,8.978456264528312,0.8937923553815393,-1.988179770094115,26.8360722494696
00739,413.485,3.7043577723483394,3.695290533350801,9.067238997538585,0.8911905727415764,-1.988223330676942,26.928490114141567
00739,422.875,3.7023195697422784,3.693232954814889,9.08661492738938,0.8885969802030519,-1.989170977603511,26.97707114367948
00739,432.25,3.7003421132671823,3.6913271345362615,9.01497873092083,0.886006926812346,-1.98915103052067,27.10000605828802
00739,441.704,3.6982995700447256,3.689581727498499,8.717842546226429,0.8833958648461097,-1.9879266417666144,27.1935617751157
00739,451.047,3.6964058423775774,3.687790020573776,8.61582180380216,0.8808158934995001,-1.9884821553197736,27.27952140218672
00739,460.422,3.694461437648564,3.686116006740979,8.345430907584994,0.8782269115734208,-1.988194083138003,27.363643415663773
00739,469.813,3.692596041577858,3.684452270629622,8.143770948235929,0.875633513886126,-1.9884779110102475,27.42842802325116
00739,479.188,3.6907090449539255,3.682900542460412,7.808502493513281,0.8730446312024627,-1.9880458910964889,27.49652314727693
00739,488.547,3.68871675392877,3.681457836124089,7.258917804680909,0.8704611448963565,-1.9869731075068555,27.546298017939137
00739,497.907,3.6869379736879218,3.67979650338894,7.1414702989822665,0.8678766514500315,-1.9891706560701488,27.62994819191104
00739,507.329,3.6851017659146295,3.678403572138615,6.698193776014882,0.865274226198913,-1.988214571705908,27.724892004775693
00739,516.719,3.6832509126803146,3.676914887164645,6.336025515669252,0.8626806936222096,-1.9890877823441693,27.7884637088234
00739,526.125,3.6813968583039833,3.675714889996096,5.681968307887697,0.8600836999379089,-1.9867477539016616,27.87378272519253
00739,535.547,3.6796419788342143,3.674395400389873,5.246578444340955,0.8574840093266435,-1.9864580200552933,27.899017570558307
00739,544.922,3.677781948272976,3.672898850949719,4.88309732325698,0.8548960569783177,-1.988636786972968,27.95091058895056
00739,554.297,3.675967693896161,3.671519794369989,4.447899526172083,0.8523062069412831,-1.989372869912304,28.015990905676286
00739,563.672,3.674204494513696,3.670309668672179,3.8948258415167913,0.8497165875427918,-1.9882825261703567,28.069789081618204
00739,573.047,3.6723207437445753,3.669023661971589,3.297081772986488,0.8471275520082203,-1.988476054931509,28.097982805804783
00739,582.438,3.670499954633276,3.66777973459986,2.720220033416432,0.8445341183997567,-1.988251020127167,28.17631008419908
00739,591.829,3.668897689153507,3.6666208259265702,2.276863226936321,0.8419415574827043,-1.9871378847342789,28.26637388879378
00739,601.235,3.667055018762753,3.6652600619059497,1.7949568568034202,0.8393446125880368,-1.988622957622994,28.32282632135426
00739,610.594,3.665238917302666,3.664150317107633,1.0886001950329849,0.8367607418544565,-1.9869875310570595,28.37531960539889
00739,619.969,3.6635493624097513,3.6628184374489945,0.7309249607567736,0.8341727093060585,-1.9882304632821863,28.432067865383004
00739,629.422,3.661725228752284,3.661522997615087,0.2022311371971952,0.8315620139306237,-1.9887094929499227,28.47147529683508
00739,638.766,3.6599812338130713,3.6603641220405367,-0.382888227465461,0.8289817990468414,-1.9876490608241533,28.498195963581
