Time_s,V_meas_V,V_sim_V,V_err_mV,SOC,Current_A,Temp_C
20.187,3.976222693051181,3.9780917757784184,-1.8690827272376254,1.0,-1.9887840217706927,22.111995169011696
30.265000000000004,3.955190552520305,3.9521976852355634,2.992867284741685,0.9972153375023289,-1.9900947206845043,22.172577989974037
40.406000000000006,3.938600070198449,3.935483961379879,3.1161088185700514,0.9944126569839039,-1.9896508138110875,22.243015059266064
50.484,3.924030645884689,3.923275488223509,0.7551576611799504,0.9916272438350265,-1.9903005003220955,22.30644348787797
60.609,3.9109357731087218,3.9134755537405077,-2.5397806317859484,0.9888300177564616,-1.98797658919254,22.389853241525643
70.718,3.899245876225519,3.9046313578779155,-5.3854816523966065,0.9860386847350395,-1.988202608401484,22.487375333644508
80.828,3.888500556380868,3.896674093830224,-8.173537449355894,0.9832493016969294,-1.984805873179776,22.584239423147995
91.031,3.878247524895764,3.8882378827788444,-9.990357883080225,0.9804324391672399,-1.9907719399661368,22.653292498722063
101.14,3.8689099254171686,3.8806484231685774,-11.738497751408783,0.9776384562722588,-1.9891819316065715,22.74661369525184
111.234,3.860465550817008,3.8731394640752006,-12.67391325819256,0.9748496276687214,-1.9893332151080905,22.860842422421097
121.375,3.852500060575317,3.865974017138492,-13.473956563175182,0.9720494387736012,-1.9868742683482412,22.966070188606096
131.593,3.845250028661453,3.8585033764540264,-13.253347792573589,0.9692278085405308,-1.9895864241760748,23.06890305043074
141.718,3.838401701624377,3.8513965084531607,-12.994806828783734,0.9664296174665092,-1.990063103321281,23.171886624797214
151.812,3.832054520523843,3.8446150748165997,-12.56055429275671,0.9636405422059897,-1.9888039217908509,23.269135733895208
161.922,3.826272441177073,3.8378744807458567,-11.602039568783695,0.9608477336237241,-1.9890836731274195,23.366376335700654
172.015,3.820765235792723,3.8312143642576215,-10.44912846489865,0.958058496105064,-1.9904090712207516,23.48672454592824
182.156,3.815662270317179,3.82485030343507,-9.18803311789107,0.9552555935461287,-1.9896517559826048,23.572750937712087
192.297,3.8107038878160377,3.818852858083299,-8.148970267261468,0.9524552646948875,-1.986754462129263,23.674415155792904
202.437,3.805943313491425,3.8127695840654336,-6.826270574008753,0.9496568340336079,-1.9873482521139745,23.775917166794457
212.531,3.801659303113529,3.8065325443471094,-4.873241233580572,0.9468674874033801,-1.991905906324764,23.879769200804944
222.703,3.797378704135169,3.8010494736978924,-3.670769562723386,0.9440558819691357,-1.988345593195296,23.963356073541487
232.797,3.793294388574346,3.7953699541384545,-2.0755655641084836,0.9412668595906003,-1.990445991004231,24.07768385381825
242.937,3.78919730564613,3.7902873977445175,-1.0900920983876183,0.9384662003576882,-1.9868215586934712,24.20154852659631
253.031,3.785499213649592,3.7849370509124456,0.5621627371463767,0.9356790557100276,-1.989291273316882,24.2948775395353
263.172,3.781662569383408,3.779818980459773,1.8435889236347869,0.9328765362093253,-1.9902256195056856,24.403561884128194
273.218,3.7779191981633335,3.7749500080809457,2.969190082387829,0.9300993186711694,-1.9906555819123692,24.515153778681555
283.359,3.7742461663174662,3.770501034961853,3.7451313556133847,0.9272977523613897,-1.987507800478692,24.612723690934192
293.484,3.7707777585520583,3.765705729629878,5.072028922180394,0.9245003673381509,-1.9909953436830536,24.73127904970961
303.609,3.767318470580988,3.7614992432556296,5.819227325358334,0.9217021317386429,-1.9887175089506053,24.837685286901973
313.765,3.763845423806692,3.7572305041767735,6.614919629918337,0.9188965306322684,-1.9892911491620844,24.930552808574653
323.875,3.760458126771109,3.753155306295197,7.302820475912242,0.9161031459730449,-1.9894169708001848,25.038973022468063
334.047,3.757076494922244,3.7493532358156068,7.7232591066374034,0.9132937564168455,-1.9876976191791684,25.12243245334726
344.172,3.753669941967782,3.745699787222319,7.970154745462921,0.9104995247356507,-1.9863207718535112,25.230445169328355
354.281,3.750451825030247,3.741934614479964,8.517210550283316,0.9077094661415506,-1.98804303812194,25.330817723786613
364.406,3.7474015617579823,3.738408143070561,8.993418687421428,0.9049137832150366,-1.988039346253562,25.417879726073487
374.531,3.743916527229984,3.7349869971641194,8.929530065864721,0.9021179231910507,-1.988294910081959,25.502578718234613
384.609,3.740982798070406,3.7318646820830157,9.118115987390318,0.8993360821495509,-1.986552380808834,25.60850790332761
394.75,3.738074995823449,3.7284709757664083,9.604020057040863,0.8965360605359913,-1.989417566460236,25.701197518953062
404.859,3.7349510960678938,3.725406753177027,9.544342890866808,0.8937429529521065,-1.9892894478777212,25.815514478962648
414.968,3.731828940588073,3.7225480706589718,9.280869929101154,0.8909508073538195,-1.9880472437171597,25.902376435650226
425.156,3.728769076314845,3.7195770748343735,9.19200148047139,0.8881368718109276,-1.989246809840281,25.983960450051136
435.297,3.725803474807452,3.7168456283502582,8.957846457193774,0.8853355082667924,-1.9886286497344092,26.06838498524696
445.39,3.722739518819036,3.7140542747107306,8.685244108305401,0.8825468578031783,-1.990026524747161,26.130321040782704
455.531,3.7195784219746137,3.7113209487147056,8.25747325990811,0.8797430325577482,-1.9913444972619168,26.198465844807064
465.64,3.716836535430071,3.708949832940603,7.886702489467989,0.8769486296590538,-1.9892076583617024,26.2731664526828
475.718,3.713637425456511,3.70647377538972,7.163650066791316,0.8741640076464051,-1.989613236869584,26.362145052372348
485.812,3.7107372034528376,3.704181981791069,6.555221661768584,0.8713755332062183,-1.9883966639319035,26.448644754539757
495.937,3.708044167656356,3.7017451300302175,6.299037626138482,0.8685784546441847,-1.989670624293702,26.54344366692491
506.062,3.7050411992637664,3.6995817870938574,5.459412169908973,0.865781610065802,-1.9880638871838128,26.58880220702968
516.172,3.70214202339395,3.6973516974457383,4.790325948211827,0.8629900075532456,-1.9881058636383828,26.62581223217302
526.281,3.6992284438276655,3.6950540936147136,4.174350212951872,0.8601977426079311,-1.9894008346036876,26.662844515401503
536.468,3.69662465838304,3.6929475438720565,3.6771145109835146,0.8573836764809015,-1.9884682366858488,26.738120463544437
546.562,3.6937268581749687,3.690731362412494,2.995495762474487,0.8545951135119607,-1.9896679583555483,26.79262665485686
556.687,3.691050779690752,3.6885947282306035,2.4560514601486005,0.8517968988973056,-1.9900150491539577,26.850252870095243
566.781,3.688160786296087,3.6866187516471487,1.5420346489380954,0.8490078457811493,-1.988820385029867,26.926441037573785
576.922,3.685452087881624,3.6845459387898614,0.9061490917625648,0.846206437553646,-1.989118523958072,26.99306208661789
587.015,3.682799913845696,3.682642921242124,0.15699260357227018,0.8434191330236189,-1.9876163648153653,27.059082118848337
597.125,3.680268415560045,3.6805518017644654,-0.28338620442047713,0.8406274456150035,-1.9886743062095809,27.08404109127111
607.234,3.677693090367721,3.6784154262597513,-0.7223358920303014,0.8378342303057352,-1.9901861600543969,27.125882790465106
617.359,3.6751232656758086,3.6766059604214636,-1.4826947456549888,0.8350373203279187,-1.9876413639513613,27.170214738200126
627.406,3.672482906875243,3.674322689069395,-1.8397821941520398,0.8322610928049405,-1.991424658830164,27.174079828155037
637.515,3.670079133479557,3.6726007275063686,-2.5215940268115133,0.8294676473268204,-1.9877636768043832,27.217014585989613
647.609,3.667440345496165,3.6705455797604154,-3.105234264250356,0.8266802381940966,-1.988726466966471,27.2563754752427
657.718,3.665032267978728,3.6686321980734884,-3.5999300947602286,0.8238887640683259,-1.9876537299964188,27.29097565398529
667.859,3.662771907969949,3.666607471175739,-3.835563205790038,0.8210890467201615,-1.98788416701252,27.342478098779967
678.078,3.660093592309421,3.664494999885389,-4.401407575968186,0.8182669938017784,-1.988783023976616,27.38080227068744
688.203,3.657788631451343,3.6625262231031903,-4.737591651847506,0.8154708745496333,-1.987919912407384,27.40564826674993
698.343,3.6554994163481767,3.6602486750902243,-4.7492587420476795,0.8126692431863118,-1.990728177516622,27.456342007221355
708.437,3.653043515248725,3.6582952555370483,-5.251740288323425,0.8098794161660288,-1.9892113005967635,27.48605086736981
718.609,3.6506278734287663,3.6562242895028647,-5.5964160740984426,0.8070692139231762,-1.9890537698983868,27.507755287642173
728.734,3.648237531857096,3.654199642883726,-5.962111026629913,0.8042726674737872,-1.9882567358993328,27.566961536231016
738.875,3.645889217445727,3.6520554310582707,-6.166213612543547,0.8014719335170064,-1.988724723290472,27.58797754921296
749.0,3.64353606366559,3.6498008154870076,-6.2647518214178355,0.798674232093896,-1.9902284117997715,27.59739735788444
759.109,3.641186886521131,3.647736049657402,-6.5491631362708524,0.7958807043939051,-1.9890770466896592,27.630755795135464
769.203,3.6390078334645937,3.645519081273412,-6.51124780881851,0.793091634329386,-1.9897825658598824,27.65781374381727
779.312,3.636595198231496,3.6434080108500124,-6.812812618516517,0.7902985944382644,-1.9888280219479528,27.68525535857343
789.422,3.63428655288796,3.641115284583186,-6.828731695225798,0.7875051547881988,-1.989958423249436,27.69712367812456
799.562,3.6319085536488,3.6390062118220077,-7.097658173207844,0.7847037394180375,-1.988382930825804,27.743102393439308
809.672,3.629901671519944,3.6366511754833897,-6.749503963445758,0.7819106945486409,-1.9898412154957417,27.75648456940122
819.843,3.627422301744175,3.6343977595263017,-6.975457782126604,0.7791000553080175,-1.9894336901159384,27.787541536066687
829.922,3.625291408943711,3.6322494362268998,-6.958027283188617,0.7763162115182125,-1.9878805844343292,27.814432441874445
840.015,3.62308516079111,3.6298842546004377,-6.799093809327861,0.7735288987679676,-1.9888660323819332,27.867553477448983
850.109,3.620768907835153,3.627511250876072,-6.742343040919252,0.7707401574483055,-1.9895245960244416,27.87653191282535
860.218,3.618610685274148,3.6251260573526816,-6.515372078533588,0.7679464635773494,-1.990017568558425,27.876482535112363
870.343,3.6164651632571054,3.6228525619357876,-6.38739867868221,0.765148777747412,-1.988913389574756,27.9036786310752
880.515,3.614315117818114,3.620395801499565,-6.080683681451315,0.7623381999022544,-1.9898834026263736,27.933543594454253
