Time_s,V_meas_V,V_sim_V,V_err_mV,SOC,Current_A,Temp_C
21.391,3.975063920628653,3.976091017572559,-1.027096943905903,1.0,-1.9880320447140865,23.08712711702701
32.594,3.950542505337996,3.947531811994908,3.010693343088011,0.9969054119775097,-1.9896585313691155,23.143139600518595
43.828,3.931030639662128,3.929352957907163,1.6776817549648548,0.9938012307180961,-1.9893525186179783,23.21747498566376
55.109,3.913971220006103,3.9156515973886807,-1.6803773825775359,0.9906856099766563,-1.9876830878648768,23.30486368277296
66.391,3.898956537823349,3.903751056423599,-4.79451860024982,0.987570315037061,-1.9885841635242705,23.392877761448812
77.64099999999999,3.885274893175336,3.89287574475404,-7.600851578704049,0.9844623732235525,-1.989581357766832,23.49542007680156
88.85900000000001,3.873273138280292,3.882761006792928,-9.487868512636055,0.9813627807414796,-1.9892144830112188,23.61641951128125
100.078,3.862528065836704,3.8730449072275945,-10.516841390890708,0.9782628686045123,-1.98963699861184,23.711844523240583
111.281,3.852496590845646,3.8637597888640967,-11.263198018450549,0.9751670097232886,-1.9896871011490704,23.82078850245674
122.531,3.8436146320884297,3.854783554736374,-11.168922647944335,0.9720579650302036,-1.989890105999781,23.9494155444529
133.766,3.8355837646822017,3.846309813115699,-10.726048433497226,0.96895407327704,-1.9883957191497477,24.05946709401888
145.031,3.8282082212146302,3.8379243733903636,-9.716152175733406,0.9658420959354935,-1.9896312420814728,24.18150860375404
156.312,3.8211204183413168,3.829950512366996,-8.830094025679358,0.9627248580694377,-1.9894685958055087,24.30270236279278
167.562,3.814797315959561,3.8223159778498506,-7.51866189028938,0.959616439375003,-1.98930733307097,24.420244329867096
178.875,3.808625353074144,3.815013255150432,-6.387902076288032,0.9564914710554827,-1.9883770831839769,24.535494002247795
190.125,3.803053525826293,3.80787578708511,-4.822261258817129,0.9533837622861695,-1.9894901415369315,24.65836375239126
201.312,3.797757799126424,3.801192558347084,-3.4347592206600552,0.9502930829798054,-1.9888581208786085,24.778170394167606
212.547,3.792652310352816,3.794737842875821,-2.0855325230053623,0.9471899142894229,-1.9885009482364568,24.889469100431047
223.797,3.7878145601569297,3.7882382295029697,-0.42366934603998985,0.9440804855536611,-1.9915678335386533,25.022155412876376
235.016,3.783102109711221,3.782542328083557,0.5597816276639023,0.9409799583011988,-1.9880731714936517,25.13763800985686
246.297,3.7784729473376726,3.7766457429143667,1.8272044233058615,0.9378636314676406,-1.989863749279132,25.26448637656008
257.531,3.774043788530306,3.771121896911439,2.921891618867356,0.934758848780374,-1.989918224785317,25.38178323265443
268.766,3.7697321335467953,3.7658551342041364,3.876999342658838,0.931654029431679,-1.9895565078544877,25.50650891430639
279.984,3.765500387711522,3.760777469422003,4.722918289518763,0.9285541943735244,-1.9895507160202244,25.62800368076675
291.281,3.7614609602163016,3.755924453640253,5.536506576048428,0.9254331153649409,-1.988809709190215,25.749979506168486
302.547,3.757437594082659,3.7511443403501703,6.2932537324886795,0.9223205548148541,-1.98960959857206,25.87048604989403
313.812,3.753389479007961,3.746620274625817,6.769204382144345,0.9192078531594371,-1.9893432498970531,25.96702238342626
325.047,3.749558314332711,3.7422781256173305,7.280188715380387,0.9161038619544307,-1.98907004356904,26.05815095582789
336.578,3.745574091296586,3.7378823078902466,7.691783406339248,0.9129176046484104,-1.9899521753792195,26.158587286676248
347.844,3.741842431142119,3.7338673072894144,7.975123852704602,0.9098045111838059,-1.9891482942021927,26.2820808675737
359.094,3.7380276607505474,3.729945461555917,8.08219919463049,0.9066965710486412,-1.989015078808596,26.40078596098962
370.375,3.7342312400800832,3.7261178707692766,8.11336931080664,0.9035801136589645,-1.989088494575362,26.50581869081976
381.609,3.7305894975315264,3.7224182809354898,8.17121659603659,0.9004765289784314,-1.9891578468592723,26.610351067651305
392.859,3.7268595550294266,3.7189665725577497,7.892982471676913,0.8973697566477018,-1.9875107364747409,26.68267295354089
404.094,3.723140852996543,3.7152538601383327,7.886992858210373,0.8942662951433205,-1.990223634961908,26.80861653689604
415.375,3.719301442299482,3.7121089916941212,7.192450605360889,0.8911506550122141,-1.9868367220925216,26.92112129299517
426.625,3.715634451310322,3.7086181885299574,7.016262780364713,0.8880445552263004,-1.988971003877048,26.99931121138151
437.844,3.711754762827492,3.7052616353873242,6.493127440167612,0.8849444786122362,-1.990091590161915,27.10260481496472
449.094,3.7078651125677657,3.7020733599686797,5.791752599086042,0.8818351550641221,-1.98984255142416,27.208821728675385
460.281,3.704124343370472,3.6989367145854515,5.187628785020326,0.8787433333657932,-1.9899762074867269,27.30506991155119
471.531,3.7003237734109615,3.695922849435207,4.400923975754534,0.875634698421028,-1.989076521812775,27.37935454411872
482.766,3.6963010773968383,3.692794864147573,3.5062132492651443,0.8725300621717673,-1.990163530644268,27.46528027868713
494.016,3.692559747643217,3.6898392701449003,2.720477498316498,0.8694209641011318,-1.9894819997692097,27.527747246076967
505.25,3.688566637873642,3.6869206421206044,1.645995753037699,0.8663172621659458,-1.9889146413806733,27.605861513029637
516.5,3.684942559683741,3.683833994374548,1.1085653091931214,0.8632082767015139,-1.9905867530921089,27.68746738824951
527.703,3.6812501278230263,3.680950706461541,0.29942136148530807,0.8601113779516911,-1.9900739625598325,27.72990754986796
538.922,3.677559518413672,3.677999608815663,-0.44009040199100014,0.8570100228631865,-1.9906296005443855,27.802633821941512
550.187,3.674140818140427,3.675241369718535,-1.1005515781081776,0.8538968599114943,-1.988912920926312,27.875570839653697
561.437,3.6702395536926673,3.6724785760407612,-2.239022348093922,0.850790188653522,-1.9876262892783687,27.9037043786574
572.734,3.6669103787067487,3.669526690855947,-2.616312149198219,0.8476708574988073,-1.9885061908393808,27.963296064495964
583.984,3.663638690222508,3.6665647777995845,-2.926087577076242,0.8445630730273794,-1.989457932588381,28.050646541657805
595.203,3.660238095996211,3.6637025637813707,-3.4644677851596306,0.8414632765666141,-1.9892450743659256,28.0874350523238
606.5,3.6569280396281463,3.6608240688424876,-3.89602921434129,0.838342258915244,-1.9890371403574263,28.115535102221223
617.734,3.653707688521809,3.6579951022689845,-4.287413747175339,0.8352392899064985,-1.988420018796473,28.177560873553062
628.969,3.650426676399356,3.6551097384523743,-4.683062053018272,0.8321365161504231,-1.9884328594844023,28.21631389410022
