Time_s,V_meas_V,V_sim_V,V_err_mV,SOC,Current_A,Temp_C
21.297,3.973780335928964,3.975167709181938,-1.3873732529741112,1.0,-1.989013893992253,22.68883884017924
32.547,3.949058873454197,3.9457599253092286,3.298948144968339,0.9968911900024265,-1.9902629029018184,22.748132051343003
43.75,3.9293550007444655,3.9273920507937574,1.962949950708115,0.9937939943361795,-1.9907794602112896,22.8322393215474
54.968,3.91227235122166,3.9136351078703906,-1.3627566487306453,0.9906915922567505,-1.991622923794544,22.917295353128505
66.172,3.8972931675681513,3.902202947078565,-4.909779510413603,0.9875937439308531,-1.989902950261476,23.012803477237775
77.359,3.883799671874814,3.8917950823555185,-7.995410480704734,0.9845028304075942,-1.988746798100626,23.11104911361811
88.562,3.871570017375788,3.8817575606828854,-10.187543307097258,0.9814073942203363,-1.9900339835216627,23.232611878061817
99.828,3.860709119099167,3.872195394850208,-11.48627575104122,0.9782938561557183,-1.9896347658570013,23.32534611338161
111.047,3.85064543525659,3.8628745665800253,-12.229131323435283,0.9751926295732154,-1.9909038550576723,23.45444005866033
122.265,3.841609997912848,3.854067802596979,-12.457804684130824,0.9720917174753154,-1.989585912259116,23.574229699344446
133.437,3.8332635243355737,3.8455377533607935,-12.274229025219796,0.9690048705148236,-1.9891641979343109,23.69492461205605
144.593,3.825974949632376,3.83716231275974,-11.187363127364236,0.965921792319807,-1.990427591976012,23.80733072874363
155.797,3.8188962773128616,3.829392343795306,-10.496066482444277,0.9628268755721138,-1.9873304557553992,23.92505062606057
167.031,3.812497470842928,3.821480066527235,-8.98259568430726,0.9597244402821367,-1.9894425703857543,24.046967037525057
178.25,3.806455407643091,3.8140215077185577,-7.566100075466764,0.9566247154087599,-1.9891685515169293,24.16210718843946
189.453,3.800748422056216,3.806833452161502,-6.085030105285938,0.9535296273298027,-1.98916478214224,24.294682494549164
200.64,3.79551218008869,3.799870319721918,-4.358139633227953,0.950438474143258,-1.98979346280674,24.41373479097259
211.843,3.790319863812483,3.7931756680930735,-2.8558042805904016,0.9473421301193973,-1.9901542247406896,24.544247455191847
223.047,3.785383244125316,3.7869288847944356,-1.5456406691196634,0.944246693563128,-1.9882719097004495,24.664676131204043
234.218,3.7808331096944543,3.7807364448959,0.09666479855408028,0.9411611369269962,-1.989171073049309,24.78586818463723
245.468,3.7762961276091858,3.774935982528244,1.3601450809419546,0.9380542872679523,-1.9875964905269008,24.923150147113
